pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_mnum
HD 196885 A,HD 196885 A b,Radial Velocity,1,1333.00000000,15.00000000,-15.00000000,0,2.370000,0.020000,-0.020000,0,0.480000,0.060000,-0.060000,0,,,,,2.58000,0.16000,-0.16000,0,,,,,34.20,0.06,-0.06,0,6254.00,44.00,-44.00,0,1.28,0.05,-0.05,0,,,,,0
HD 197037,HD 197037 b,Radial Velocity,1,1035.70000000,13.00000000,-13.00000000,0,2.070000,0.050000,-0.050000,0,0.220000,0.070000,-0.070000,0,,,,,0.79000,0.05000,-0.05000,0,,,,,33.00,,,0,6150.00,100.00,-100.00,0,1.11,,,0,,,,,0
HD 19994,HD 19994 b,Radial Velocity,1,466.20000000,1.70000000,-1.70000000,0,1.305000,0.016000,-0.016000,0,0.063000,0.062000,-0.062000,0,,,,,1.37000,0.12000,-0.12000,0,,,,,22.54,0.10,-0.10,0,6188.00,44.00,-44.00,0,1.36,0.04,-0.04,0,,,,,0
HD 20003,HD 20003 b,Radial Velocity,2,11.84820000,0.00160000,-0.00170000,0,0.097400,0.003400,-0.003900,0,0.360000,0.050000,-0.050000,0,,,,,0.03670,0.00330,-0.00330,0,,,,,43.80,1.25,-1.25,0,5494.00,27.00,-27.00,0,0.88,,,0,,,,,0
HD 20003,HD 20003 c,Radial Velocity,2,33.92390000,0.02390000,-0.02660000,0,0.196400,0.006800,-0.007800,0,0.100000,0.080000,-0.070000,0,,,,,0.04540,0.00460,-0.00440,0,,,,,43.80,1.25,-1.25,0,5494.00,27.00,-27.00,0,0.88,,,0,,,,,0
HD 200964,HD 200964 b,Radial Velocity,2,606.30000000,3.80000000,-3.80000000,0,1.565000,0.083000,-0.083000,0,0.087000,0.035000,-0.035000,0,,,,,1.59900,0.06700,-0.06700,0,,,,,72.74,0.24,-0.24,0,4982.00,,,0,1.39,,,0,,,,,0
HD 200964,HD 200964 c,Radial Velocity,2,852.50000000,7.10000000,-7.10000000,0,1.960000,0.100000,-0.100000,0,0.243000,0.047000,-0.047000,0,,,,,1.21400,0.07200,-0.07200,0,,,,,72.74,0.24,-0.24,0,4982.00,,,0,1.39,,,0,,,,,0
HD 202206,HD 202206 c,Radial Velocity,1,1260.00000000,11.00000000,-11.00000000,0,2.410000,,,0,0.220000,0.030000,-0.030000,0,7.700,1.100,-1.100,0,17.90000,2.90000,-1.80000,0,,,,,46.03,0.14,-0.14,0,5760.00,12.00,-12.00,0,1.27,0.12,-0.12,0,5689.15700,921.70700,-572.09400,0,0
HD 202696,HD 202696 b,Radial Velocity,2,517.80000000,8.90000000,-3.90000000,0,1.566000,0.016000,-0.007000,0,0.011000,0.078000,-0.011000,0,90.000,,,0,1.99600,0.22000,-0.10000,-1,,,,,189.56,1.58,-1.58,0,5040.00,71.00,-85.00,0,1.91,0.09,-0.14,0,634.38868,69.92260,-31.78300,-1,0
HD 202696,HD 202696 c,Radial Velocity,2,946.60000000,20.70000000,-20.90000000,0,2.342000,0.034000,-0.035000,0,0.028000,0.065000,-0.012000,0,90.000,,,0,1.86400,0.17700,-0.22700,-1,,,,,189.56,1.58,-1.58,0,5040.00,71.00,-85.00,0,1.91,0.09,-0.14,0,592.43512,56.25591,-72.14741,-1,0
HD 202772 A,HD 202772 A b,Transit,1,3.30895800,0.00008300,-0.00008300,0,0.052080,0.000640,-0.000680,0,0.038000,0.042000,-0.027000,0,84.510,1.100,-0.820,0,1.01700,0.07000,-0.06800,0,1.545,0.052,-0.060,0,147.20,2.50,-2.40,0,6272.00,77.00,-71.00,0,1.72,0.06,-0.07,0,323.23311,22.24810,-21.61244,0,0
HD 203030,HD 203030 b,Imaging,1,,,,,487.100000,1.800000,-1.800000,0,,,,,,,,,24.09000,8.37900,-11.52100,0,,,,,39.29,0.09,-0.09,0,,,,,,,,,7656.09700,2662.99100,-3661.61200,0,0
HD 203473,HD 203473 b,Radial Velocity,1,1552.90000000,3.40000000,-3.40000000,0,2.730000,0.170000,-0.170000,0,0.289000,0.010000,-0.010000,0,,,,,7.80000,1.10000,-1.10000,0,,,,,72.79,0.30,-0.30,0,5780.00,,,0,1.12,0.21,-0.21,0,,,,,0
HD 2039,HD 2039 b,Radial Velocity,1,1120.00000000,23.00000000,-23.00000000,0,2.200000,0.060000,-0.060000,0,0.710000,0.050000,-0.050000,0,,,,,6.29000,1.16000,-1.16000,0,,,,,85.90,0.20,-0.20,0,5945.00,36.00,-36.00,0,1.23,0.19,-0.19,0,,,,,0
HD 204313,HD 204313 b,Radial Velocity,2,1920.09998000,25.00000000,-25.00000000,0,3.070000,0.060000,-0.060000,0,0.230000,0.040000,-0.040000,0,,,,,3.46000,0.21000,-0.21000,0,,,,,47.86,0.14,-0.14,0,5783.00,29.00,-29.00,0,1.03,0.04,-0.04,0,,,,,0
HD 204313,HD 204313 c,Radial Velocity,2,34.90500000,0.01200000,-0.01200000,0,0.209900,0.007100,-0.007100,0,0.155000,0.071000,-0.071000,0,,,,,0.05530,0.00530,-0.00530,0,,,,,47.86,0.14,-0.14,0,5783.00,29.00,-29.00,0,1.03,0.04,-0.04,0,,,,,0
HD 204941,HD 204941 b,Radial Velocity,1,1733.00000000,74.00000000,-74.00000000,0,2.550000,0.080000,-0.080000,0,0.370000,0.080000,-0.080000,0,,,,,0.23000,0.03000,-0.03000,0,,,,,28.74,0.06,-0.06,0,5026.00,29.00,-29.00,0,0.58,0.08,-0.08,0,,,,,0
HD 205739,HD 205739 b,Radial Velocity,1,279.80000000,0.10000000,-0.10000000,0,0.896000,0.019000,-0.015000,0,0.270000,0.070000,-0.070000,0,,,,,1.37000,0.07000,-0.09000,0,,,,,92.74,0.88,-0.88,0,6176.00,30.00,-30.00,0,1.22,0.08,-0.06,0,,,,,0
HD 206255,HD 206255 b,Radial Velocity,1,96.04500000,0.31700000,-0.31700000,0,0.461000,0.009000,-0.009000,0,0.230000,0.110000,-0.110000,0,,,,,0.10760,0.02234,-0.02234,0,,,,,75.40,,,0,5635.00,82.00,-99.00,0,1.42,0.08,-0.08,0,,,,,0
HD 206610,HD 206610 b,Radial Velocity,1,673.20000000,3.30000000,-3.30000000,0,1.740000,0.330000,-0.330000,0,0.100000,0.042000,-0.042000,0,,,,,2.03600,0.06500,-0.06500,0,,,,,147.78,1.96,-1.96,0,4842.00,,,0,1.55,,,0,,,,,0
HD 20781,HD 20781 b,Radial Velocity,4,5.31350000,0.00100000,-0.00100000,0,0.052900,0.002400,-0.002700,0,0.100000,0.110000,-0.070000,0,,,,,0.00610,0.00120,-0.00110,0,,,,,35.37,1.35,-1.35,0,5256.00,29.00,-29.00,0,0.70,,,0,,,,,0
HD 20781,HD 20781 c,Radial Velocity,4,13.89050000,0.00330000,-0.00340000,0,0.100400,0.004600,-0.005100,0,0.090000,0.090000,-0.060000,0,,,,,0.01680,0.00220,-0.00210,0,,,,,35.37,1.35,-1.35,0,5256.00,29.00,-29.00,0,0.70,,,0,,,,,0
HD 20781,HD 20781 d,Radial Velocity,4,29.15800000,0.01020000,-0.01000000,0,0.164700,0.007600,-0.008300,0,0.110000,0.050000,-0.060000,0,,,,,0.03340,0.00380,-0.00370,0,,,,,35.37,1.35,-1.35,0,5256.00,29.00,-29.00,0,0.70,,,0,,,,,0
HD 20781,HD 20781 e,Radial Velocity,4,85.50730000,0.09830000,-0.09470000,0,0.337400,0.015500,-0.017000,0,0.060000,0.060000,-0.040000,0,,,,,0.04420,0.00490,-0.00490,0,,,,,35.37,1.35,-1.35,0,5256.00,29.00,-29.00,0,0.70,,,0,,,,,0
HD 20782,HD 20782 b,Radial Velocity,1,597.06430000,0.02560000,-0.02560000,0,1.364900,0.046600,-0.049500,0,0.950000,0.001000,-0.001000,0,,,,,1.48780,0.10450,-0.10660,0,,,,,36.02,0.04,-0.04,0,5790.00,15.00,-15.00,0,1.07,0.07,-0.07,0,,,,,0
HD 207832,HD 207832 b,Radial Velocity,2,160.07000000,0.23000000,-0.23000000,0,0.586000,0.032000,-0.032000,0,0.197000,0.053000,-0.053000,0,,,,,0.56000,0.09100,-0.09100,0,,,,,59.03,0.15,-0.15,0,5726.00,,,0,1.05,0.17,-0.17,0,,,,,0
HD 207832,HD 207832 c,Radial Velocity,2,1155.70000000,71.90000000,-37.00000000,0,2.112000,0.087000,-0.045000,0,0.270000,0.220000,-0.100000,0,,,,,0.73000,0.18000,-0.05000,0,,,,,59.03,0.15,-0.15,0,5726.00,,,0,1.05,0.17,-0.17,0,,,,,0
HD 20794,HD 20794 b,Radial Velocity,4,18.31500000,0.00800000,-0.00800000,0,0.120700,0.002000,-0.002000,0,0.000000,,,0,90.000,,,0,0.00850,0.00090,-0.00090,0,,,,,6.00,0.01,-0.01,0,5401.00,17.00,-17.00,0,0.70,,,0,,,,,0
HD 20794,HD 20794 c,Radial Velocity,4,40.11400000,0.05300000,-0.05300000,0,0.203600,0.003400,-0.003400,0,0.000000,,,0,90.000,,,0,0.00760,0.00130,-0.00130,0,,,,,6.00,0.01,-0.01,0,5401.00,17.00,-17.00,0,0.70,,,0,,,,,0
HD 20794,HD 20794 d,Radial Velocity,4,90.30900000,0.18400000,-0.18400000,0,0.349900,0.005900,-0.005900,0,0.000000,,,0,90.000,,,0,0.01500,0.00200,-0.00200,0,,,,,6.00,0.01,-0.01,0,5401.00,17.00,-17.00,0,0.70,,,0,,,,,0
HD 20794,HD 20794 e,Radial Velocity,4,147.02000000,1.43000000,-0.91000000,0,0.509000,0.006000,-0.006000,0,0.290000,0.140000,-0.180000,0,,,,,0.01501,0.00302,-0.00271,0,,,,,6.00,0.01,-0.01,0,5401.00,17.00,-17.00,0,0.70,,,0,,,,,0
HD 208487,HD 208487 b,Radial Velocity,1,130.08000000,0.51000000,-0.51000000,0,0.524000,0.030000,-0.030000,0,0.240000,0.160000,-0.160000,0,,,,,0.52000,0.08200,-0.08200,0,,,,,44.00,2.00,-2.00,0,6067.00,,,0,1.13,,,0,,,,,0
HD 208527,HD 208527 b,Radial Velocity,1,875.50000000,5.80000000,-5.80000000,0,2.100000,0.200000,-0.200000,0,0.080000,0.040000,-0.040000,0,,,,,9.90000,1.70000,-1.70000,0,,,,,314.48,11.06,-11.06,0,4035.00,65.00,-65.00,0,1.60,0.40,-0.40,0,,,,,0
HD 20868,HD 20868 b,Radial Velocity,1,380.85001000,0.09000000,-0.09000000,0,0.950000,0.020000,-0.020000,0,0.750000,0.000000,0.000000,0,,,,,1.25000,0.59000,-0.59000,0,,,,,47.79,0.07,-0.07,0,4802.00,146.00,-146.00,0,0.39,0.27,-0.27,0,,,,,0
HD 208897,HD 208897 b,Radial Velocity,1,352.70000000,1.70000000,-1.70000000,0,1.050000,0.030000,-0.030000,0,0.070000,0.060000,-0.060000,0,,,,,1.40000,0.08000,-0.08000,0,,,,,64.68,2.26,-2.26,0,4860.00,100.00,-100.00,0,1.25,0.11,-0.11,0,,,,,0
HD 209458,HD 209458 b,Radial Velocity,1,3.52474859,0.00000038,-0.00000038,0,,,,,0.000000,,,0,86.710,0.050,-0.050,0,0.73000,0.04000,-0.04000,0,1.390,0.020,-0.020,0,48.37,0.12,-0.12,0,6091.00,10.00,-10.00,0,1.23,0.09,-0.09,0,232.01590,12.71320,-12.71320,0,0
HD 210193,HD 210193 b,Radial Velocity,1,649.91800000,8.59900000,-8.59900000,0,1.487000,0.031000,-0.031000,0,0.240000,0.090000,-0.090000,0,,,,,0.48170,0.07331,-0.07331,0,,,,,42.25,,,0,5790.00,38.00,-50.00,0,1.04,0.06,-0.06,0,,,,,0
HD 210277,HD 210277 b,Radial Velocity,1,442.19000000,0.50000000,-0.50000000,0,1.130000,0.020000,-0.020000,0,0.480000,0.020000,-0.020000,0,,,,,1.29000,0.05000,-0.05000,0,,,,,21.31,0.02,-0.02,0,5538.00,14.00,-14.00,0,1.01,0.05,-0.05,0,,,,,0
HD 210702,HD 210702 b,Radial Velocity,1,354.10000000,0.70000000,-0.70000000,0,1.148000,0.057000,-0.057000,0,0.028000,0.034000,-0.034000,0,,,,,1.80800,0.09700,-0.09700,0,,,,,54.28,0.23,-0.23,0,4951.00,,,0,1.61,,,0,,,,,0
HD 211810,HD 211810 b,Radial Velocity,1,1558.00000000,22.00000000,-22.00000000,0,2.656000,0.043000,-0.043000,0,0.680000,0.140000,-0.140000,0,,,,,0.67000,0.44000,-0.44000,0,,,,,64.76,0.13,-0.13,0,5652.00,,,0,1.03,0.02,-0.02,0,,,,,0
HD 211970,HD 211970 b,Radial Velocity,1,25.20100000,0.02500000,-0.02500000,0,0.143000,0.003000,-0.003000,0,0.150000,0.100000,-0.100000,0,,,,,0.04090,0.00787,-0.00787,0,,,,,13.00,,,0,4127.00,149.00,-94.00,0,0.61,0.04,-0.04,0,,,,,0
HD 212301,HD 212301 b,Radial Velocity,1,2.24571000,0.00028000,-0.00028000,0,0.030000,0.000000,0.000000,0,0.000000,,,0,,,,,0.51000,0.04000,-0.04000,0,,,,,54.32,0.09,-0.09,0,6239.00,24.00,-24.00,0,1.55,0.16,-0.16,0,,,,,0
HD 212771,HD 212771 b,Radial Velocity,1,380.70000000,1.40000000,-1.40000000,0,1.190000,0.130000,-0.130000,0,0.076000,0.051000,-0.051000,0,,,,,2.39000,0.27000,-0.27000,0,,,,,111.51,0.54,-0.54,0,5003.00,,,0,1.56,,,0,,,,,0
HD 213240,HD 213240 b,Radial Velocity,1,882.70001000,7.60000000,-7.60000000,0,1.890000,0.030000,-0.030000,0,0.420000,0.010000,-0.010000,0,,,,,5.58000,0.31000,-0.31000,0,,,,,40.92,0.06,-0.06,0,5979.00,19.00,-19.00,0,1.57,0.12,-0.12,0,,,,,0
HD 213885,HD 213885 b,Transit,2,1.00803500,0.00002100,-0.00002000,0,0.020120,0.000150,-0.000120,0,0.000000,,,0,80.090,0.620,-0.500,0,0.02778,0.00208,-0.00205,0,0.156,0.005,-0.005,0,47.97,0.14,-0.14,0,5978.00,50.00,-50.00,0,1.07,0.02,-0.02,0,8.83000,0.66000,-0.65000,0,0
HD 213885,HD 213885 c,Radial Velocity,2,4.78503000,0.00056000,-0.00051000,0,0.056798,0.000440,-0.000320,0,0.000000,,,0,,,,,0.06277,0.00434,-0.00428,0,,,,,47.97,0.14,-0.14,0,5978.00,50.00,-50.00,0,1.07,0.02,-0.02,0,,,,,0
HD 21411,HD 21411 b,Radial Velocity,1,84.28800000,0.12700000,-0.12700000,0,0.362000,0.007000,-0.007000,0,0.400000,0.150000,-0.150000,0,,,,,0.20734,0.08055,-0.08055,0,,,,,29.16,,,0,5605.00,247.00,-132.00,0,0.89,0.05,-0.05,0,,,,,0
HD 214823,HD 214823 b,Radial Velocity,1,1854.40000000,1.10000000,-1.10000000,0,3.230000,0.200000,-0.200000,0,0.164100,0.002600,-0.002600,0,,,,,20.30000,2.60000,-2.60000,0,,,,,101.66,0.49,-0.49,0,5933.00,,,0,1.31,0.24,-0.24,0,,,,,0
HD 215152,HD 215152 b,Radial Velocity,4,5.75999000,0.00157000,-0.00175000,0,0.057638,0.000739,-0.000759,0,0.000000,,,0,,,,,0.00572,0.00158,-0.00198,0,,,,,21.61,0.05,-0.05,0,4935.00,76.00,-76.00,0,0.77,0.01,-0.01,0,,,,,0
HD 215152,HD 215152 c,Radial Velocity,4,7.28243000,0.00451000,-0.00827000,0,0.067393,0.000860,-0.000893,0,0.000000,,,0,,,,,0.00541,0.00194,-0.00228,0,,,,,21.61,0.05,-0.05,0,4935.00,76.00,-76.00,0,0.77,0.01,-0.01,0,,,,,0
HD 215152,HD 215152 d,Radial Velocity,4,10.86499000,0.00564000,-0.00613000,0,0.087990,0.001130,-0.001160,0,0.000000,,,0,,,,,0.00881,0.00255,-0.00290,0,,,,,21.61,0.05,-0.05,0,4935.00,76.00,-76.00,0,0.77,0.01,-0.01,0,,,,,0
HD 215152,HD 215152 e,Radial Velocity,4,25.19670000,0.04760000,-0.05050000,0,0.154170,0.001990,-0.002040,0,0.000000,,,0,,,,,0.00905,0.00334,-0.00466,0,,,,,21.61,0.05,-0.05,0,4935.00,76.00,-76.00,0,0.77,0.01,-0.01,0,,,,,0
HD 215497,HD 215497 b,Radial Velocity,2,3.93404000,0.00066000,-0.00066000,0,0.050000,0.000000,0.000000,0,0.160000,0.090000,-0.090000,0,,,,,0.02000,0.01000,-0.01000,0,,,,,40.59,0.05,-0.05,0,5110.00,108.00,-108.00,0,0.67,0.33,-0.33,0,,,,,0
HD 215497,HD 215497 c,Radial Velocity,2,567.94000000,2.70000000,-2.70000000,0,1.282000,,,0,0.490000,0.040000,-0.040000,0,,,,,0.33000,,,0,,,,,40.59,0.05,-0.05,0,5110.00,108.00,-108.00,0,0.67,0.33,-0.33,0,,,,,0
HD 216435,HD 216435 b,Radial Velocity,1,1311.00000000,49.00000000,-49.00000000,0,2.560000,0.170000,-0.170000,0,0.070000,0.078000,-0.078000,0,,,,,1.26000,0.13000,-0.13000,0,,,,,33.01,0.08,-0.08,0,5999.00,60.00,-60.00,0,1.30,,,0,,,,,0
HD 216437,HD 216437 b,Radial Velocity,1,1334.28000000,13.07000000,-13.36000000,0,2.497000,0.036000,-0.037000,0,0.317000,0.028000,-0.027000,0,,,,,2.22300,0.05800,-0.05800,0,,,,,26.71,0.03,-0.03,0,5909.00,31.00,-31.00,0,1.17,0.05,-0.05,0,,,,,0
HD 216536,HD 216536 b,Radial Velocity,1,148.60001000,0.70000000,-0.70000000,0,0.610000,0.060000,-0.060000,0,0.380000,0.110000,-0.110000,0,,,,,1.05000,0.40000,-0.40000,0,,,,,380.33,3.83,-3.83,0,4639.00,45.00,-45.00,0,0.81,0.44,-0.44,0,,,,,0
HD 216770,HD 216770 b,Radial Velocity,1,118.45000000,0.55000000,-0.55000000,0,0.460000,0.010000,-0.010000,0,0.370000,0.060000,-0.060000,0,,,,,0.57000,0.05000,-0.05000,0,,,,,36.70,0.10,-0.10,0,5399.00,18.00,-18.00,0,0.74,0.07,-0.07,0,,,,,0
HD 21693,HD 21693 b,Radial Velocity,2,22.67860000,0.00850000,-0.00870000,0,0.145500,0.005800,-0.006300,0,0.120000,0.090000,-0.080000,0,,,,,0.02590,0.00340,-0.00330,0,,,,,32.38,0.51,-0.51,0,5430.00,26.00,-26.00,0,0.80,,,0,,,,,0
HD 21693,HD 21693 c,Radial Velocity,2,53.73570000,0.03120000,-0.03090000,0,0.258600,0.010300,-0.011300,0,0.070000,0.060000,-0.050000,0,,,,,0.05470,0.00560,-0.00560,0,,,,,32.38,0.51,-0.51,0,5430.00,26.00,-26.00,0,0.80,,,0,,,,,0
HD 217107,HD 217107 b,Radial Velocity,2,7.12682000,0.00003900,-0.00003900,0,0.080000,0.000000,0.000000,0,0.130000,0.010000,-0.010000,0,,,,,1.30000,0.05000,-0.05000,0,,,,,20.07,0.02,-0.02,0,5622.00,17.00,-17.00,0,1.00,0.05,-0.05,0,,,,,0
HD 217107,HD 217107 c,Radial Velocity,2,4270.00000000,220.00000000,-220.00000000,0,5.320000,0.380000,-0.380000,0,0.517000,0.033000,-0.033000,0,,,,,2.60000,0.15000,-0.15000,0,,,,,20.07,0.02,-0.02,0,5622.00,17.00,-17.00,0,1.00,0.05,-0.05,0,,,,,0
GJ 143,HD 21749 c,Transit,2,7.78993000,0.00051000,-0.00044000,0,0.069500,0.002100,-0.002300,0,,,,,88.900,0.500,-0.370,0,0.01164,,,1,0.080,0.006,-0.005,0,16.33,0.01,-0.01,0,4640.00,100.00,-100.00,0,0.73,0.07,-0.07,0,3.70000,,,1,0
HD 217786,HD 217786 b,Radial Velocity,1,1319.00000000,4.00000000,-4.00000000,0,2.380000,0.040000,-0.040000,0,0.400000,0.050000,-0.050000,0,,,,,13.00000,0.80000,-0.80000,0,,,,,54.80,2.00,-2.00,0,5966.00,65.00,-65.00,0,1.02,0.03,-0.03,0,,,,,0
HD 217850,HD 217850 b,Radial Velocity,1,3501.30000000,2.10000000,-2.10000000,0,4.560000,0.240000,-0.240000,0,0.762100,0.001900,-0.001900,0,,,,,21.60000,2.60000,-2.60000,0,,,,,65.90,0.87,-0.87,0,5544.00,,,0,1.03,0.16,-0.16,0,,,,,0
HD 218566,HD 218566 b,Radial Velocity,1,225.70000000,0.40000000,-0.40000000,0,0.690000,0.010000,-0.010000,0,0.300000,0.100000,-0.100000,0,,,,,0.20000,0.06000,-0.06000,0,,,,,28.85,0.04,-0.04,0,4730.00,100.00,-100.00,0,0.76,0.32,-0.32,0,,,,,0
HD 219077,HD 219077 b,Radial Velocity,1,5501.00000000,130.00000000,-119.00000000,0,6.220000,0.090000,-0.090000,0,0.770000,0.003000,-0.003000,0,,,,,10.39000,0.09000,-0.09000,0,,,,,29.21,0.04,-0.04,0,5362.00,18.00,-18.00,0,1.05,0.02,-0.02,0,,,,,0
HD 219134,HD 219134 b,Radial Velocity,6,3.09292600,0.00001000,-0.00001000,0,0.038760,0.000470,-0.000470,0,0.000000,,,0,85.050,0.090,-0.090,0,0.01491,0.00060,-0.00060,0,0.143,0.005,-0.005,0,6.53,0.00,0.00,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,4.74000,0.19000,-0.19000,0,0
HD 219134,HD 219134 c,Radial Velocity,6,6.76458000,0.00033000,-0.00033000,0,0.065300,0.000800,-0.000800,0,0.062000,0.039000,-0.039000,0,87.280,0.100,-0.100,0,0.01372,0.00069,-0.00069,0,0.135,0.004,-0.004,0,6.53,0.00,0.00,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,4.36000,0.22000,-0.22000,0,0
HD 219134,HD 219134 d,Radial Velocity,6,46.85900000,0.02800000,-0.02800000,0,0.237000,0.003000,-0.003000,0,0.138000,0.025000,-0.025000,0,,,,,0.05088,0.00201,-0.00201,-1,0.144,0.002,-0.002,-1,6.53,0.00,0.00,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,16.17000,0.64000,-0.64000,-1,0
HD 219134,HD 219134 f,Radial Velocity,6,22.71700000,0.01500000,-0.01500000,0,0.146300,0.001800,-0.001800,0,0.148000,0.047000,-0.047000,0,,,,,0.02297,0.00126,-0.00126,-1,0.117,0.002,-0.002,-1,6.53,0.00,0.00,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,7.30000,0.40000,-0.40000,-1,0
HD 219134,HD 219134 g,Radial Velocity,6,94.20000000,0.20000000,-0.20000000,0,0.375300,0.000400,-0.000400,0,0.000000,,,0,,,,,0.03400,0.00400,-0.00400,0,,,,,6.53,0.00,0.00,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,,,,,0
HD 219134,HD 219134 h,Radial Velocity,6,2247.00000000,43.00000000,-43.00000000,0,3.110000,0.040000,-0.040000,0,0.060000,0.040000,-0.040000,0,,,,,0.34000,0.02000,-0.02000,0,,,,,6.53,0.00,0.00,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,,,,,0
HD 219415,HD 219415 b,Radial Velocity,1,2093.30000000,32.70000000,-32.70000000,0,3.200000,,,0,0.400000,0.090000,-0.090000,0,,,,,1.00000,,,0,,,,,165.97,0.90,-0.90,0,4820.00,20.00,-20.00,0,1.00,0.10,-0.10,0,,,,,0
HD 219666,HD 219666 b,Transit,1,6.03607000,0.00064000,-0.00063000,0,0.063560,0.002650,-0.002650,0,0.000000,,,0,86.380,0.150,-0.150,0,0.05223,0.00409,-0.00409,0,0.420,0.015,-0.015,0,94.43,0.25,-0.25,0,5527.00,65.00,-65.00,0,0.92,0.03,-0.03,0,16.60000,1.30000,-1.30000,0,0
HD 219828,HD 219828 b,Radial Velocity,2,3.83492000,0.00014000,-0.00014000,0,0.050700,0.002900,-0.002900,0,0.101000,0.063000,-0.063000,0,,,,,0.06600,0.01200,-0.01200,0,,,,,73.27,0.35,-0.35,0,5807.00,,,0,1.18,0.20,-0.20,0,,,,,0
HD 219828,HD 219828 c,Radial Velocity,2,4682.00000000,99.00000000,-99.00000000,0,5.790000,0.410000,-0.410000,0,0.810200,0.005100,-0.005100,0,,,,,14.60000,2.30000,-2.30000,0,,,,,73.27,0.35,-0.35,0,5807.00,,,0,1.18,0.20,-0.20,0,,,,,0
HD 220074,HD 220074 b,Radial Velocity,1,672.09998000,3.70000000,-3.70000000,0,1.600000,0.130000,-0.130000,0,0.140000,0.050000,-0.050000,0,,,,,16.64000,13.26000,-13.26000,0,,,,,327.41,6.38,-6.38,0,3787.00,110.00,-110.00,0,2.20,2.62,-2.62,0,,,,,0
HD 220197,HD 220197 b,Radial Velocity,1,1728.00000000,162.00000000,-80.00000000,0,2.729000,0.168000,-0.085000,0,0.187000,0.279000,-0.132000,0,,,,,0.20000,0.07000,-0.04000,0,,,,,64.53,0.19,-0.19,0,5683.00,15.00,-15.00,0,0.91,0.02,-0.02,0,,,,,0
HD 220689,HD 220689 b,Radial Velocity,1,2266.40000000,65.84000000,-58.77000000,0,3.396000,0.084000,-0.081000,0,0.054000,0.061000,-0.038000,0,,,,,1.11800,0.03500,-0.03500,0,,,,,46.94,0.10,-0.10,0,5921.00,26.00,-26.00,0,1.02,0.05,-0.05,0,,,,,0
HD 220773,HD 220773 b,Radial Velocity,1,3724.70000000,463.00000000,-463.00000000,0,4.940000,0.200000,-0.200000,0,0.510000,0.100000,-0.100000,0,,,,,1.45000,0.30000,-0.30000,0,,,,,49.00,,,0,5940.00,100.00,-100.00,0,1.16,,,0,,,,,0
HD 220842,HD 220842 b,Radial Velocity,1,218.47000000,0.19000000,-0.19000000,0,0.740000,0.018000,-0.018000,0,0.404000,0.009000,-0.009000,0,,,,,3.18000,0.15000,-0.15000,0,,,,,62.50,2.80,-2.80,0,5960.00,20.00,-20.00,0,1.13,0.06,-0.06,0,,,,,0
HD 221287,HD 221287 b,Radial Velocity,1,456.10000000,7.70000000,-5.80000000,0,1.250000,0.040000,-0.040000,0,0.080000,0.170000,-0.050000,0,,,,,3.09000,0.79000,-0.79000,0,,,,,56.01,0.13,-0.13,0,6304.00,45.00,-45.00,0,1.25,0.10,-0.10,0,,,,,0
HD 221416,HD 221416 b,Transit,1,14.27670000,0.00370000,-0.00370000,0,0.122800,0.002500,-0.002600,0,0.115000,0.034000,-0.030000,0,85.750,0.360,-0.350,0,0.19000,0.01800,-0.01800,0,0.836,0.031,-0.028,0,95.08,0.72,-0.72,0,5080.00,90.00,-90.00,0,1.21,0.07,-0.07,0,60.50000,5.70000,-5.70000,0,0
HD 221420,HD 221420 b,Radial Velocity,1,22482.00000000,4200.00000000,-4100.00000000,0,18.500000,2.300000,-2.300000,0,0.420000,0.050000,-0.070000,0,,,,,9.70000,1.10000,-1.00000,0,,,,,31.17,0.04,-0.04,0,5830.00,44.00,-44.00,0,1.67,0.11,-0.11,0,,,,,0
HD 221585,HD 221585 b,Radial Velocity,1,1173.00000000,16.00000000,-16.00000000,0,2.306000,0.081000,-0.081000,0,0.123000,0.069000,-0.069000,0,,,,,1.61000,0.14000,-0.14000,0,,,,,55.94,0.10,-0.10,0,5620.00,27.00,-27.00,0,1.19,0.12,-0.12,0,,,,,0
