pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_mnum
HD 222076,HD 222076 b,Radial Velocity,1,871.00000000,19.00000000,-19.00000000,0,1.830000,0.030000,-0.030000,0,0.080000,0.050000,-0.050000,0,,,,,1.56000,0.11000,-0.11000,0,,,,,91.39,0.18,-0.18,0,4806.00,100.00,-100.00,0,1.07,0.25,-0.25,0,,,,,0
HD 222155,HD 222155 b,Radial Velocity,1,3999.00000000,500.00000000,-500.00000000,0,5.140000,0.460000,-0.460000,0,0.160000,0.220000,-0.220000,0,,,,,2.12000,0.50000,-0.50000,0,,,,,50.68,0.08,-0.08,0,5701.00,44.00,-44.00,0,1.21,0.10,-0.10,0,,,,,0
HD 222582,HD 222582 b,Radial Velocity,1,572.38000000,0.61000000,-0.61000000,0,1.340000,0.020000,-0.020000,0,0.730000,0.010000,-0.010000,0,,,,,8.37000,0.40000,-0.40000,0,,,,,42.21,0.11,-0.11,0,5790.00,14.00,-14.00,0,1.12,0.06,-0.06,0,,,,,0
HD 224538,HD 224538 b,Radial Velocity,1,1189.10000000,5.10000000,-5.10000000,0,2.280000,0.080000,-0.080000,0,0.464000,0.022000,-0.022000,0,,,,,5.97000,0.42000,-0.42000,0,,,,,79.24,0.18,-0.18,0,6097.00,100.00,-100.00,0,1.34,0.05,-0.05,0,,,,,0
HD 224693,HD 224693 b,Radial Velocity,1,26.69040000,0.00190000,-0.00190000,0,0.191000,0.014000,-0.014000,0,0.104000,0.017000,-0.017000,0,,,,,0.70000,0.12000,-0.12000,0,,,,,93.75,0.51,-0.51,0,5894.00,,,0,1.31,0.29,-0.29,0,,,,,0
HD 22781,HD 22781 b,Radial Velocity,1,528.07000000,0.14000000,-0.14000000,0,1.167000,0.039000,-0.039000,0,0.819100,0.002300,-0.002300,0,,,,,13.65000,0.97000,-0.97000,0,,,,,32.63,0.11,-0.11,0,5027.00,50.00,-50.00,0,0.75,0.03,-0.03,0,,,,,0
HD 23079,HD 23079 b,Radial Velocity,1,730.59998000,5.70000000,-5.70000000,0,1.600000,0.030000,-0.030000,0,0.100000,0.030000,-0.030000,0,,,,,2.61000,0.11000,-0.11000,0,,,,,33.49,0.03,-0.03,0,5974.00,10.00,-10.00,0,1.12,0.06,-0.06,0,,,,,0
HD 23127,HD 23127 b,Radial Velocity,1,1211.17000000,11.11000000,-8.91000000,0,2.370000,0.032000,-0.032000,0,0.406000,0.083000,-0.090000,0,,,,,1.52700,0.03700,-0.03800,0,,,,,94.11,0.21,-0.21,0,5843.00,52.00,-52.00,0,1.21,0.04,-0.04,0,,,,,0
HD 231701,HD 231701 b,Radial Velocity,1,141.63000000,0.06700000,-0.06700000,0,0.567000,0.053000,-0.053000,0,0.130000,0.032000,-0.032000,0,,,,,1.13000,0.25000,-0.25000,0,,,,,109.22,0.47,-0.47,0,6101.00,,,0,1.21,0.34,-0.34,0,,,,,0
HD 233604,HD 233604 b,Radial Velocity,1,192.00000000,0.22000000,-0.22000000,0,0.747000,,,0,0.050000,0.030000,-0.030000,0,,,,,6.57500,,,0,,,,,868.63,27.77,-27.77,0,4791.00,45.00,-45.00,0,1.50,0.30,-0.30,0,,,,,0
HD 233832,HD 233832 b,Radial Velocity,1,2058.00000000,47.00000000,-40.00000000,0,2.827000,0.045000,-0.039000,0,0.359000,0.046000,-0.039000,0,,,,,1.78000,0.08000,-0.06000,0,,,,,58.84,0.26,-0.26,0,4981.00,31.00,-31.00,0,0.71,0.02,-0.02,0,,,,,0
HD 23472,HD 23472 b,Transit,2,17.66700000,0.14200000,-0.09500000,0,0.121000,0.001000,-0.001000,0,0.000000,,,0,,,,,0.05638,0.00444,-0.04405,0,,,,,39.08,0.04,-0.04,0,,,,,0.75,0.04,-0.03,0,17.92000,1.41000,-14.00000,0,0
HD 23472,HD 23472 c,Transit,2,29.62500000,0.22400000,-0.17100000,0,0.170000,0.001000,-0.001000,0,0.000000,,,0,,,,,0.05405,0.00337,-0.04333,0,,,,,39.08,0.04,-0.04,0,,,,,0.75,0.04,-0.03,0,17.18000,1.07000,-13.77000,0,0
HD 23596,HD 23596 b,Radial Velocity,1,1561.00000000,12.00000000,-12.00000000,0,2.770000,0.050000,-0.050000,0,0.270000,0.010000,-0.010000,0,,,,,9.03000,0.74000,-0.74000,0,,,,,52.08,0.10,-0.10,0,6040.00,29.00,-29.00,0,1.47,0.18,-0.18,0,,,,,0
HD 238914,HD 238914 b,Radial Velocity,1,4100.00000000,210.00000000,-210.00000000,0,5.700000,0.900000,-0.900000,0,0.560000,0.070000,-0.050000,0,,,,,6.00000,2.70000,-2.70000,0,,,,,527.24,8.42,-8.42,0,4769.00,15.00,-15.00,0,1.47,0.47,-0.47,0,,,,,0
HD 240210,HD 240210 b,Radial Velocity,1,501.75000000,2.33000000,-2.33000000,0,1.160000,,,0,0.150000,0.020000,-0.020000,0,,,,,5.21000,,,0,,,,,142.86,84.42,-38.69,0,4297.00,25.00,-25.00,0,0.82,0.15,-0.15,0,,,,,0
HD 240237,HD 240237 b,Radial Velocity,1,745.70001000,14.00000000,-14.00000000,0,1.920000,0.160000,-0.160000,0,0.400000,0.100000,-0.100000,0,,,,,15.89000,5.58000,-5.58000,0,,,,,958.16,33.42,-33.42,0,3926.00,100.00,-100.00,0,8.76,4.21,-4.21,0,,,,,0
HD 24040,HD 24040 b,Radial Velocity,1,3668.00000000,170.00000000,-170.00000000,0,4.920000,0.210000,-0.210000,0,0.040000,0.060000,-0.060000,0,,,,,3.86000,0.36000,-0.36000,0,,,,,46.68,0.14,-0.14,0,5802.00,15.00,-15.00,0,1.11,0.12,-0.12,0,,,,,0
HD 24064,HD 24064 b,Radial Velocity,1,535.59998000,3.00000000,-3.00000000,0,1.290000,0.040000,-0.040000,0,0.350000,0.080000,-0.080000,0,,,,,12.89000,2.89000,-2.89000,0,,,,,302.86,1.96,-1.96,0,4052.00,22.00,-22.00,0,1.61,0.53,-0.53,0,,,,,0
HD 24085,HD 24085 b,Radial Velocity,1,2.04550000,0.00020000,-0.00020000,0,0.034000,0.001000,-0.001000,0,0.220000,0.120000,-0.120000,0,,,,,0.03713,0.00975,-0.00975,0,,,,,54.99,,,0,6034.00,32.00,-53.00,0,1.22,0.07,-0.07,0,,,,,0
HD 25015,HD 25015 b,Radial Velocity,1,6019.32000000,679.36500000,-262.98000000,0,6.190000,0.450000,-0.230000,0,0.390000,0.090000,-0.070000,0,,,,,4.48000,0.30000,-0.28000,0,,,,,37.47,0.07,-0.07,0,5160.00,63.00,-63.00,0,0.86,0.05,-0.05,0,,,,,0
HD 25171,HD 25171 b,Radial Velocity,1,1802.29000000,24.12000000,-22.92000000,0,2.971000,0.033000,-0.032000,0,0.042000,0.046000,-0.029000,0,,,,,0.91500,0.01100,-0.01200,0,,,,,55.70,0.09,-0.09,0,6125.00,21.00,-21.00,0,1.08,0.02,-0.02,0,,,,,0
HD 2638,HD 2638 b,Radial Velocity,1,3.44420000,0.00020000,-0.00020000,0,0.040000,0.000000,0.000000,0,0.000000,,,0,,,,,0.42000,0.03000,-0.03000,0,,,,,55.05,0.15,-0.15,0,5186.00,8.00,-8.00,0,0.77,0.09,-0.09,0,,,,,0
HD 2685,HD 2685 b,Transit,1,4.12688000,0.00005000,-0.00004000,0,0.056800,0.000600,-0.000600,0,0.091000,0.039000,-0.047000,0,89.252,0.415,-0.444,0,1.17000,0.12000,-0.12000,0,1.440,0.050,-0.050,0,197.98,0.85,-0.70,0,6801.00,76.00,-76.00,0,1.43,0.05,-0.04,0,371.86110,38.13960,-38.13960,0,0
HD 26965,HD 26965 b,Radial Velocity,1,42.37800000,0.01000000,-0.01000000,0,,,,,0.040000,0.050000,-0.030000,0,,,,,0.02665,0.00148,-0.00148,0,,,,,5.04,0.01,-0.01,0,5072.00,53.00,-53.00,0,0.78,0.08,-0.08,0,,,,,0
HD 27442,HD 27442 b,Radial Velocity,1,428.10000000,1.10000000,-1.10000000,0,1.271000,0.073000,-0.073000,0,0.060000,0.043000,-0.043000,0,,,,,1.56000,0.14000,-0.14000,0,,,,,18.28,0.05,-0.05,0,4846.00,44.00,-44.00,0,1.23,,,0,,,,,0
HD 27631,HD 27631 b,Radial Velocity,1,2198.14000000,54.11000000,-50.34000000,0,3.242000,0.070000,-0.068000,0,0.141000,0.062000,-0.065000,0,,,,,1.49400,0.04200,-0.04200,0,,,,,50.36,0.08,-0.08,0,5737.00,36.00,-36.00,0,0.94,0.03,-0.03,0,,,,,0
HD 27894,HD 27894 b,Radial Velocity,3,18.02000000,0.01000000,-0.02000000,0,0.125000,0.000100,-0.000100,0,0.047000,0.012000,-0.008000,0,,,,,0.66500,0.00900,-0.00700,0,,,,,43.88,0.06,-0.06,0,,,,,0.80,,,0,,,,,0
HD 27894,HD 27894 c,Radial Velocity,3,36.07000000,0.26000000,-0.09000000,0,0.198000,0.001000,-0.001000,0,0.015000,0.020000,-0.002000,0,,,,,0.16200,0.01100,-0.04000,0,,,,,43.88,0.06,-0.06,0,,,,,0.80,,,0,,,,,0
HD 27894,HD 27894 d,Radial Velocity,3,5174.00000000,171.00000000,-82.00000000,0,5.448000,0.119000,-0.058000,0,0.389000,0.087000,-0.030000,0,,,,,5.41500,0.23900,-1.21400,0,,,,,43.88,0.06,-0.06,0,,,,,0.80,,,0,,,,,0
HD 28185,HD 28185 b,Radial Velocity,1,379.00000000,2.00000000,-2.00000000,0,1.020000,0.020000,-0.020000,0,0.050000,0.030000,-0.030000,0,,,,,5.90000,0.24000,-0.24000,0,,,,,39.43,0.06,-0.06,0,5662.00,11.00,-11.00,0,1.02,0.06,-0.06,0,,,,,0
HD 28254,HD 28254 b,Radial Velocity,1,1116.00000000,26.00000000,-26.00000000,0,2.150000,0.040000,-0.050000,0,0.810000,0.050000,-0.020000,0,,,,,1.16000,0.10000,-0.06000,0,,,,,54.70,1.60,-1.50,0,5664.00,35.00,-35.00,0,1.06,,,0,,,,,0
HD 285507,HD 285507 b,Radial Velocity,1,6.08810000,0.00180000,-0.00180000,0,0.060000,0.000000,0.000000,0,0.090000,0.020000,-0.020000,0,,,,,0.98000,0.10000,-0.10000,0,,,,,45.09,0.24,-0.24,0,4503.00,73.00,-73.00,0,0.82,0.12,-0.12,0,,,,,0
HD 285968,HD 285968 b,Radial Velocity,1,8.78360000,0.00540000,-0.00540000,0,0.066000,,,0,0.000000,,,0,,,,,0.02600,,,0,,,,,9.47,0.01,-0.01,0,3679.00,77.00,-77.00,0,0.45,,,0,,,,,0
HD 28678,HD 28678 b,Radial Velocity,1,380.20000000,1.60000000,-1.60000000,0,1.180000,0.200000,-0.200000,0,0.149000,0.047000,-0.047000,0,,,,,1.54200,0.07300,-0.07300,0,,,,,190.92,2.33,-2.33,0,4972.00,,,0,1.53,,,0,,,,,0
HD 29021,HD 29021 b,Radial Velocity,1,1362.30000000,4.60000000,-4.00000000,0,2.280000,0.070000,-0.080000,0,0.459000,0.008000,-0.008000,0,,,,,2.40000,0.20000,-0.20000,0,,,,,31.02,0.04,-0.04,0,5560.00,45.00,-45.00,0,0.85,0.08,-0.08,0,,,,,0
HD 290327,HD 290327 b,Radial Velocity,1,2443.00000000,160.00000000,-160.00000000,0,3.430000,0.160000,-0.160000,0,0.080000,0.050000,-0.050000,0,,,,,2.43000,0.42000,-0.42000,0,,,,,56.52,0.15,-0.15,0,5505.00,63.00,-63.00,0,0.84,0.20,-0.20,0,,,,,0
HD 2952,HD 2952 b,Radial Velocity,1,311.60001000,1.80000000,-1.80000000,0,1.230000,0.020000,-0.020000,0,0.130000,0.090000,-0.090000,0,,,,,1.37000,0.26000,-0.26000,0,,,,,110.45,0.65,-0.65,0,4844.00,20.00,-20.00,0,1.97,0.38,-0.38,0,,,,,0
HD 30177,HD 30177 b,Radial Velocity,2,2527.83000000,4.71000000,-4.69000000,0,3.704000,0.027000,-0.027000,0,0.162000,0.010000,-0.010000,0,,,,,8.62200,0.12500,-0.12600,0,,,,,55.68,0.13,-0.13,0,5607.00,47.00,-47.00,0,1.05,0.02,-0.02,0,,,,,0
HD 30177,HD 30177 c,Radial Velocity,2,11613.00000000,1837.00000000,-1837.00000000,0,9.890000,1.040000,-1.040000,0,0.220000,0.140000,-0.140000,0,,,,,7.60000,3.10000,-3.10000,0,,,,,55.68,0.13,-0.13,0,5607.00,47.00,-47.00,0,1.05,0.02,-0.02,0,,,,,0
HD 30562,HD 30562 b,Radial Velocity,1,1157.00000000,27.00000000,-27.00000000,0,2.340000,0.060000,-0.060000,0,0.760000,0.050000,-0.050000,0,,,,,1.22000,0.14000,-0.14000,0,,,,,26.18,0.06,-0.06,0,5882.00,10.00,-10.00,0,1.12,0.07,-0.07,0,,,,,0
HD 30669,HD 30669 b,Radial Velocity,1,1684.00000000,61.00000000,-61.00000000,0,2.690000,0.080000,-0.080000,0,0.180000,0.150000,-0.150000,0,,,,,0.47000,0.06000,-0.06000,0,,,,,57.10,,,0,5400.00,74.00,-74.00,0,0.92,0.03,-0.03,0,,,,,0
HD 30856,HD 30856 b,Radial Velocity,1,847.00000000,20.00000000,-20.00000000,0,1.850000,0.130000,-0.130000,0,0.061000,0.058000,-0.058000,0,,,,,1.54700,0.09100,-0.09100,0,,,,,131.70,0.55,-0.55,0,4895.00,,,0,1.17,,,0,,,,,0
HD 31253,HD 31253 b,Radial Velocity,1,466.00000000,3.00000000,-3.00000000,0,1.260000,0.020000,-0.020000,0,0.300000,0.200000,-0.200000,0,,,,,0.62000,0.12000,-0.12000,0,,,,,58.24,0.15,-0.15,0,6130.00,22.00,-22.00,0,1.70,0.25,-0.25,0,,,,,0
HD 31527,HD 31527 b,Radial Velocity,3,16.55350000,0.00340000,-0.00350000,0,0.125400,0.004100,-0.004500,0,0.100000,0.050000,-0.050000,0,,,,,0.03290,0.00280,-0.00280,0,,,,,38.57,0.89,-0.89,0,5898.00,13.00,-13.00,0,0.96,,,0,,,,,0
HD 31527,HD 31527 c,Radial Velocity,3,51.20530000,0.03730000,-0.03680000,0,0.266300,0.008800,-0.009500,0,0.040000,0.050000,-0.030000,0,,,,,0.04450,0.00400,-0.00390,0,,,,,38.57,0.89,-0.89,0,5898.00,13.00,-13.00,0,0.96,,,0,,,,,0
HD 31527,HD 31527 d,Radial Velocity,3,271.67370000,2.11350000,-2.24710000,0,0.809800,0.027300,-0.029300,0,0.240000,0.130000,-0.130000,0,,,,,0.03720,0.00530,-0.00520,0,,,,,38.57,0.89,-0.89,0,5898.00,13.00,-13.00,0,0.96,,,0,,,,,0
HD 3167,HD 3167 b,Transit,3,0.95962400,0.00002800,-0.00002800,0,0.018600,0.000300,-0.000300,0,,,,,,,,,,,,,0.152,0.007,-0.007,0,47.36,0.15,-0.15,0,5528.00,162.00,-162.00,0,0.94,0.04,-0.04,0,,,,,0
HD 3167,HD 3167 c,Transit,3,29.83832000,0.00290500,-0.00319900,0,0.184100,0.002700,-0.002800,0,,,,,,,,,,,,,0.255,0.020,-0.020,0,47.36,0.15,-0.15,0,5528.00,162.00,-162.00,0,0.94,0.04,-0.04,0,,,,,0
HD 3167,HD 3167 d,Radial Velocity,3,8.50900000,0.04500000,-0.04500000,0,0.077570,0.000270,-0.000270,0,0.360000,,,0,,,,,0.02171,0.00223,-0.00223,0,,,,,47.36,0.15,-0.15,0,5528.00,162.00,-162.00,0,0.94,0.04,-0.04,0,,,,,0
HD 32518,HD 32518 b,Radial Velocity,1,157.54000000,0.38000000,-0.38000000,0,0.590000,0.030000,-0.030000,0,0.010000,0.030000,-0.030000,0,,,,,3.04000,0.68000,-0.68000,0,,,,,122.55,0.31,-0.31,0,4580.00,70.00,-70.00,0,1.13,0.18,-0.18,0,,,,,0
HD 32963,HD 32963 b,Radial Velocity,1,2372.00000000,26.00000000,-26.00000000,0,3.410000,0.020000,-0.020000,0,0.070000,0.040000,-0.040000,0,,,,,0.70000,0.03000,-0.03000,0,,,,,38.12,0.10,-0.10,0,5727.00,32.00,-32.00,0,0.94,,,0,,,,,0
HD 330075,HD 330075 b,Radial Velocity,1,3.38773000,0.00008000,-0.00008000,0,0.040000,0.000000,0.000000,0,0.000000,,,0,,,,,0.48000,0.02000,-0.02000,0,,,,,45.36,0.09,-0.09,0,5000.00,21.00,-21.00,0,0.47,0.04,-0.04,0,,,,,0
HD 33142,HD 33142 b,Radial Velocity,2,326.00000000,1.20000000,-1.20000000,0,1.070000,0.090000,-0.090000,0,0.066000,0.041000,-0.041000,0,,,,,1.38500,0.06400,-0.06400,0,,,,,121.80,0.58,-0.58,0,4978.00,,,0,1.41,,,0,,,,,0
HD 33142,HD 33142 c,Radial Velocity,2,834.00000000,29.00000000,-24.00000000,0,,,,,0.050000,0.172000,-0.114000,0,,,,,5.97000,1.04000,-0.80000,0,,,,,121.80,0.58,-0.58,0,4978.00,,,0,1.41,,,0,,,,,0
HD 332231,HD 332231 b,Transit,1,18.71204000,0.00043000,-0.00043000,0,0.143600,0.003200,-0.003300,0,0.032000,0.030000,-0.022000,0,89.680,0.220,-0.280,0,0.24400,0.02100,-0.02100,0,0.867,0.027,-0.025,0,80.85,0.19,-0.19,0,6089.00,97.00,-96.00,0,1.13,0.08,-0.08,0,77.55052,6.67443,-6.67443,0,0
HD 33283,HD 33283 b,Radial Velocity,1,18.19910000,0.00170000,-0.00170000,0,0.150800,0.008700,-0.008700,0,0.399000,0.056000,-0.056000,0,,,,,0.32900,0.07100,-0.07100,0,,,,,90.10,0.23,-0.23,0,5935.00,,,0,1.38,0.24,-0.24,0,,,,,0
HD 33564,HD 33564 b,Radial Velocity,1,388.00000000,3.00000000,-3.00000000,0,1.100000,,,0,0.340000,0.020000,-0.020000,0,,,,,9.10000,,,0,,,,,20.97,0.07,-0.07,0,6250.00,,,0,1.25,0.03,-0.04,0,,,,,0
HD 33844,HD 33844 b,Radial Velocity,2,551.40002000,7.80000000,-7.80000000,0,1.600000,0.060000,-0.060000,0,0.150000,0.070000,-0.070000,0,,,,,2.01000,0.31000,-0.31000,0,,,,,106.10,0.38,-0.38,0,4861.00,100.00,-100.00,0,1.84,0.39,-0.39,0,,,,,0
HD 33844,HD 33844 c,Radial Velocity,2,916.00000000,29.50000000,-29.50000000,0,2.240000,0.050000,-0.050000,0,0.130000,0.100000,-0.100000,0,,,,,1.75000,0.18000,-0.18000,0,,,,,106.10,0.38,-0.38,0,4861.00,100.00,-100.00,0,1.84,0.39,-0.39,0,,,,,0
HD 34445,HD 34445 b,Radial Velocity,6,1049.00000000,11.00000000,-11.00000000,0,2.070000,0.040000,-0.040000,0,0.270000,0.070000,-0.070000,0,,,,,0.82000,0.09000,-0.09000,0,,,,,46.15,0.10,-0.10,0,5879.00,16.00,-16.00,0,1.14,0.09,-0.09,0,,,,,0
HD 34445,HD 34445 c,Radial Velocity,6,214.67000000,0.45000000,-0.45000000,0,0.718100,0.004900,-0.004900,0,0.036000,0.071000,-0.036000,0,,,,,0.16800,0.01600,-0.01600,0,,,,,46.15,0.10,-0.10,0,5879.00,16.00,-16.00,0,1.14,0.09,-0.09,0,,,,,0
HD 34445,HD 34445 d,Radial Velocity,6,117.87000000,0.18000000,-0.18000000,0,0.481700,0.003300,-0.003300,0,0.027000,0.051000,-0.027000,0,,,,,0.09700,0.13000,-0.13000,0,,,,,46.15,0.10,-0.10,0,5879.00,16.00,-16.00,0,1.14,0.09,-0.09,0,,,,,0
HD 34445,HD 34445 e,Radial Velocity,6,49.17500000,0.04500000,-0.04500000,0,0.268700,0.001900,-0.001900,0,0.090000,0.062000,-0.062000,0,,,,,0.05290,0.00890,-0.00890,0,,,,,46.15,0.10,-0.10,0,5879.00,16.00,-16.00,0,1.14,0.09,-0.09,0,,,,,0
HD 34445,HD 34445 f,Radial Velocity,6,676.80000000,7.90000000,-7.90000000,0,1.543000,0.016000,-0.016000,0,0.031000,0.057000,-0.031000,0,,,,,0.11900,0.02100,-0.02100,0,,,,,46.15,0.10,-0.10,0,5879.00,16.00,-16.00,0,1.14,0.09,-0.09,0,,,,,0
HD 34445,HD 34445 g,Radial Velocity,6,5700.00000000,1500.00000000,-1500.00000000,0,6.360000,1.020000,-1.020000,0,0.032000,0.080000,-0.032000,0,,,,,0.38000,0.13000,-0.13000,0,,,,,46.15,0.10,-0.10,0,5879.00,16.00,-16.00,0,1.14,0.09,-0.09,0,,,,,0
HD 35759,HD 35759 b,Radial Velocity,1,82.46700000,0.01900000,-0.01900000,0,0.389000,0.009000,-0.009000,0,0.389000,0.006000,-0.006000,0,,,,,3.76000,0.17000,-0.17000,0,,,,,72.50,4.00,-4.00,0,6060.00,30.00,-30.00,0,1.15,0.08,-0.08,0,,,,,0
HD 3651,HD 3651 b,Radial Velocity,1,62.25000000,0.00400000,-0.00400000,0,0.295000,0.029000,-0.029000,0,0.645000,0.020000,-0.020000,0,,,,,0.22800,0.01100,-0.01100,0,,,,,11.14,0.01,-0.01,0,5221.00,,,0,0.80,,,0,,,,,0
HD 37124,HD 37124 b,Radial Velocity,3,154.37800000,0.08900000,-0.08900000,0,0.533640,0.000200,-0.000200,0,0.054000,0.028000,-0.028000,0,,,,,0.67500,0.01700,-0.01700,0,,,,,31.69,0.08,-0.08,0,,,,,0.85,,,0,,,,,0
HD 37124,HD 37124 c,Radial Velocity,3,885.50000000,5.10000000,-5.10000000,0,1.710000,0.006500,-0.006500,0,0.125000,0.055000,-0.055000,0,,,,,0.65200,0.05200,-0.05200,0,,,,,31.69,0.08,-0.08,0,,,,,0.85,,,0,,,,,0
HD 37124,HD 37124 d,Radial Velocity,3,1862.00000000,38.00000000,-38.00000000,0,2.807000,0.038000,-0.038000,0,0.160000,0.140000,-0.140000,0,,,,,0.69600,0.05900,-0.05900,0,,,,,31.69,0.08,-0.08,0,,,,,0.85,,,0,,,,,0
HD 37605,HD 37605 b,Radial Velocity,2,55.01292000,0.00062000,-0.00062000,0,0.277000,0.015000,-0.015000,0,0.674500,0.001900,-0.001900,0,,,,,2.69000,0.30000,-0.30000,0,,,,,46.85,0.11,-0.11,0,5329.00,,,0,0.94,0.15,-0.15,0,,,,,0
HD 37605,HD 37605 c,Radial Velocity,2,2720.00000000,15.00000000,-15.00000000,0,3.740000,0.210000,-0.210000,0,0.030000,0.012000,-0.012000,0,,,,,3.19000,0.38000,-0.38000,0,,,,,46.85,0.11,-0.11,0,5329.00,,,0,0.94,0.15,-0.15,0,,,,,0
HD 38283,HD 38283 b,Radial Velocity,1,363.20001000,1.60000000,-1.60000000,0,1.020000,0.020000,-0.020000,0,0.410000,0.160000,-0.160000,0,,,,,0.40000,0.04000,-0.04000,0,,,,,38.10,0.04,-0.04,0,5981.00,12.00,-12.00,0,1.37,0.07,-0.07,0,,,,,0
HD 38529,HD 38529 b,Radial Velocity,2,14.30944000,0.00030000,-0.00030000,0,0.129400,0.005800,-0.005800,0,0.280000,0.017000,-0.017000,0,,,,,0.79700,0.01500,-0.01500,0,,,,,42.41,0.11,-0.11,0,5541.00,,,0,1.41,,,0,,,,,0
HD 38529,HD 38529 c,Radial Velocity,2,2136.10000000,3.10000000,-3.10000000,0,3.640000,0.160000,-0.160000,0,0.340700,0.006900,-0.006900,0,,,,,12.99000,0.15000,-0.15000,0,,,,,42.41,0.11,-0.11,0,5541.00,,,0,1.41,,,0,,,,,0
HD 38801,HD 38801 b,Radial Velocity,1,685.25000000,0.85000000,-0.85000000,0,1.623000,0.047000,-0.049000,0,0.017000,0.013000,-0.011000,0,,,,,9.69800,0.57300,-0.58700,0,,,,,91.68,0.35,-0.35,0,5338.00,59.00,-59.00,0,1.21,0.11,-0.11,0,,,,,0
HD 39091,HD 39091 b,Radial Velocity,2,2093.07000000,1.73000000,-1.73000000,0,3.100000,0.020000,-0.020000,0,0.637000,0.002000,-0.002000,0,,,,,10.02000,0.15000,-0.15000,0,,,,,18.28,0.02,-0.02,0,6037.00,45.00,-45.00,0,1.09,0.04,-0.04,0,,,,,0
HD 39855,HD 39855 b,Radial Velocity,1,3.24980000,0.00040000,-0.00040000,0,0.041000,0.001000,-0.001000,0,0.140000,0.110000,-0.110000,0,,,,,0.02674,0.00472,-0.00472,0,,,,,23.28,,,0,5576.00,50.00,-46.00,0,0.87,0.05,-0.05,0,,,,,0
HD 40307,HD 40307 b,Radial Velocity,5,4.31230000,0.00110000,-0.00120000,0,0.046800,0.002400,-0.002300,0,0.200000,0.140000,-0.160000,0,,,,,0.01260,0.00250,-0.00220,0,,,,,12.94,0.00,0.00,0,4956.00,50.00,-50.00,0,0.77,0.05,-0.05,0,,,,,0
HD 40307,HD 40307 c,Radial Velocity,5,9.61840000,0.00500000,-0.00490000,0,0.079900,0.004000,-0.004000,0,0.060000,0.110000,-0.060000,0,,,,,0.02080,0.00350,-0.00310,0,,,,,12.94,0.00,0.00,0,4956.00,50.00,-50.00,0,0.77,0.05,-0.05,0,,,,,0
HD 40307,HD 40307 d,Radial Velocity,5,20.43200000,0.02200000,-0.02400000,0,0.132100,0.006600,-0.006600,0,0.070000,0.110000,-0.070000,0,,,,,0.02990,0.00530,-0.00470,0,,,,,12.94,0.00,0.00,0,4956.00,50.00,-50.00,0,0.77,0.05,-0.05,0,,,,,0
HD 40307,HD 40307 f,Radial Velocity,5,51.76000000,0.50000000,-0.46000000,0,0.247000,0.011000,-0.014000,0,0.020000,0.200000,-0.020000,0,,,,,0.01640,0.00470,-0.00500,0,,,,,12.94,0.00,0.00,0,4956.00,50.00,-50.00,0,0.77,0.05,-0.05,0,,,,,0
HD 40307,HD 40307 g,Radial Velocity,5,197.80000000,5.70000000,-9.00000000,0,0.600000,0.034000,-0.033000,0,0.290000,0.310000,-0.290000,0,,,,,0.02230,0.00820,-0.00820,0,,,,,12.94,0.00,0.00,0,4956.00,50.00,-50.00,0,0.77,0.05,-0.05,0,,,,,0
HD 40956,HD 40956 b,Radial Velocity,1,578.60000000,3.30000000,-3.30000000,0,1.400000,0.100000,-0.100000,0,0.240000,0.050000,-0.050000,0,,,,,2.70000,0.60000,-0.60000,0,,,,,116.99,0.42,-0.42,0,4869.00,28.00,-28.00,0,2.00,0.08,-0.08,0,,,,,0
HD 40979,HD 40979 b,Radial Velocity,1,264.14999000,0.23000000,-0.23000000,0,0.850000,0.010000,-0.010000,0,0.250000,0.010000,-0.010000,0,,,,,4.67000,0.34000,-0.34000,0,,,,,34.12,0.04,-0.04,0,6165.00,25.00,-25.00,0,1.45,0.15,-0.15,0,,,,,0
HD 41004 A,HD 41004 A b,Radial Velocity,1,963.00000000,38.00000000,-38.00000000,0,,,,,0.740000,0.200000,-0.200000,0,,,,,2.54000,0.74000,-0.74000,0,,,,,43.03,1.81,-1.98,0,5010.00,,,0,0.70,,,0,,,,,0
HD 41004 B,HD 41004 B b,Radial Velocity,1,1.32830000,0.00001200,-0.00001200,0,,,,,0.081000,0.012000,-0.012000,0,,,,,18.37000,0.22000,-0.22000,0,,,,,43.03,1.81,-1.98,0,,,,,0.40,,,0,,,,,0
